case_id,section,ground_truth,n_models_correct,n_models_total,frac_correct,frac_proprietary,frac_open_large,frac_on_device_base,frac_on_device_ft,GPT-5.1,GPT-5-mini,Gemini 3.1 Pro,DeepSeek-R1,gpt-oss-20b (H),gpt-oss-120b (H),Qwen3.5 9B,Qwen3.5 27B,Qwen3.5 35B,Qwen3.5 35B FT,Gemma 4 31B
19118.0,Paediatric radiology,Haematometrocolpos,11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
19120.0,Neuroradiology,Spinal neurosarcoidosis with trident sign,11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
19122.0,Neuroradiology,Pyogenic spondylodiscitis,11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
19123.0,Abdominal imaging,Hereditary haemorrhagic telangiectasia,11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
18847.0,Breast imaging,Metastatic breast and axillary lesions from retroperitoneal sarcoma,11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
18849.0,Musculoskeletal system,Humeral avulsion of glenohumeral ligament (HALG injury) with superior labrum from anterior to posterior (SLAP) lesion,11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
18852.0,Musculoskeletal system,Neurogenic heterotopic ossification,11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
18853.0,Musculoskeletal system,Calcium pyrophosphate deposition disease,11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
18858.0,Paediatric radiology,Fibrous hamartoma of infancy,11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
19124.0,Neuroradiology,Haemangioblastoma,11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
19126.0,Head & neck imaging,Acromegaly secondary to pituitary macroadenoma,11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
19131.0,Neuroradiology,Wallerian degeneration of pontocerebellar tracts secondary to unilateral pontine infarction,11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
19133.0,Abdominal imaging,Stump appendicitis,11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
19134.0,Paediatric radiology,Xanthogranulomatous pyelonephritis (diffuse form),11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
19137.0,Uroradiology & genital male imaging,Adrenal adenocarcinoma,11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
19139.0,Uroradiology & genital male imaging,Primary prostatic urethral neoplasm,11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
19143.0,Musculoskeletal system,Pott’s spine with psoas abscess,11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
19145.0,Musculoskeletal system,Congenital femoral deficiency and absence of the anterior cruciate ligament,11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
19148.0,Musculoskeletal system,Neuropathic arthropathy,11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
18835.0,Paediatric radiology,Self-limiting sternal tumour of childhood (SELSTOC),11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
18838.0,Musculoskeletal system,Acromioclavicular cyst secondary to massive rotator cuff tear,11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
18839.0,Musculoskeletal system,Dirofilariasis,11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
18841.0,Head & neck imaging,Atypically located third or fourth infected branchial cleft cyst,11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
18842.0,Head & neck imaging,Acute postoperative parotitis,11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
18844.0,Paediatric radiology,Infantile myofibromatosis,11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
19162.0,Neuroradiology,Giant caseating cerebellar tuberculoma,11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
18816.0,Abdominal imaging,Pylephlebitis and pancreatic parenchymal varices secondary to hepatic abscess,11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
19164.0,Neuroradiology,Cochlear nerve deficiency,11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
18812.0,Musculoskeletal system,Nail–patella syndrome,11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
